"thour","tdate","Ph","Tdelta","Gv","Ph.l0","Ph.l1","Ph.l2","Ph.l3","Ph.l4","Ph.l5","Ph.l6","Ph.l7","Ph.l8","Ph.l9","Ph.l10","Tdelta.l0","Tdelta.l1","Tdelta.l2","Tdelta.l3","Tdelta.l4","Tdelta.l5","Tdelta.l6","Tdelta.l7","Tdelta.l8","Tdelta.l9","Tdelta.l10","Gv.l0","Gv.l1","Gv.l2","Gv.l3","Gv.l4","Gv.l5","Gv.l6","Gv.l7","Gv.l8","Gv.l9","Gv.l10"
79,"2013-02-01 14:00:00",75,18.7544583333333,29.1190245478083,75,75,75,75,75,75,73,74,73,74,73,18.7544583333333,19.5394166666667,19.8013333333333,20.088375,20.12775,19.75325,19.0602083333333,18.2673333333333,18.243625,18.2619583333333,18.37575,29.1190245478083,19.3330749353833,20.166553617575,22.841650516775,4.58627260981667,0.000355297166666668,-1.34116602066667,-0.819912790708333,-0.5946382429,-0.494718992258333,-0.569186046508333
80,"2013-02-01 15:00:00",75,18.4328333333333,18.47353036175,75,75,75,75,75,75,75,73,74,73,74,18.4328333333333,18.7544583333333,19.5394166666667,19.8013333333333,20.088375,20.12775,19.75325,19.0602083333333,18.2673333333333,18.243625,18.2619583333333,18.47353036175,29.1190245478083,19.3330749353833,20.166553617575,22.841650516775,4.58627260981667,0.000355297166666668,-1.34116602066667,-0.819912790708333,-0.5946382429,-0.494718992258333
81,"2013-02-01 16:00:00",72,17.9542083333333,31.794428294575,72,75,75,75,75,75,75,75,73,74,73,17.9542083333333,18.4328333333333,18.7544583333333,19.5394166666667,19.8013333333333,20.088375,20.12775,19.75325,19.0602083333333,18.2673333333333,18.243625,31.794428294575,18.47353036175,29.1190245478083,19.3330749353833,20.166553617575,22.841650516775,4.58627260981667,0.000355297166666668,-1.34116602066667,-0.819912790708333,-0.5946382429
82,"2013-02-01 17:00:00",72,17.6840416666667,13.2597222222333,72,72,75,75,75,75,75,75,75,73,74,17.6840416666667,17.9542083333333,18.4328333333333,18.7544583333333,19.5394166666667,19.8013333333333,20.088375,20.12775,19.75325,19.0602083333333,18.2673333333333,13.2597222222333,31.794428294575,18.47353036175,29.1190245478083,19.3330749353833,20.166553617575,22.841650516775,4.58627260981667,0.000355297166666668,-1.34116602066667,-0.819912790708333
83,"2013-02-01 18:00:00",73,18.5302916666667,0.170284237733333,73,72,72,75,75,75,75,75,75,75,73,18.5302916666667,17.6840416666667,17.9542083333333,18.4328333333333,18.7544583333333,19.5394166666667,19.8013333333333,20.088375,20.12775,19.75325,19.0602083333333,0.170284237733333,13.2597222222333,31.794428294575,18.47353036175,29.1190245478083,19.3330749353833,20.166553617575,22.841650516775,4.58627260981667,0.000355297166666668,-1.34116602066667
84,"2013-02-01 19:00:00",74,20.4485833333333,-0.0685885013,74,73,72,72,75,75,75,75,75,75,75,20.4485833333333,18.5302916666667,17.6840416666667,17.9542083333333,18.4328333333333,18.7544583333333,19.5394166666667,19.8013333333333,20.088375,20.12775,19.75325,-0.0685885013,0.170284237733333,13.2597222222333,31.794428294575,18.47353036175,29.1190245478083,19.3330749353833,20.166553617575,22.841650516775,4.58627260981667,0.000355297166666668
85,"2013-02-01 20:00:00",76,21.0772083333333,-0.117571059433333,76,74,73,72,72,75,75,75,75,75,75,21.0772083333333,20.4485833333333,18.5302916666667,17.6840416666667,17.9542083333333,18.4328333333333,18.7544583333333,19.5394166666667,19.8013333333333,20.088375,20.12775,-0.117571059433333,-0.0685885013,0.170284237733333,13.2597222222333,31.794428294575,18.47353036175,29.1190245478083,19.3330749353833,20.166553617575,22.841650516775,4.58627260981667
86,"2013-02-01 21:00:00",77,21.7329166666667,-0.141279069775,77,76,74,73,72,72,75,75,75,75,75,21.7329166666667,21.0772083333333,20.4485833333333,18.5302916666667,17.6840416666667,17.9542083333333,18.4328333333333,18.7544583333333,19.5394166666667,19.8013333333333,20.088375,-0.141279069775,-0.117571059433333,-0.0685885013,0.170284237733333,13.2597222222333,31.794428294575,18.47353036175,29.1190245478083,19.3330749353833,20.166553617575,22.841650516775
87,"2013-02-01 22:00:00",79,21.5171666666667,-0.146931524533333,79,77,76,74,73,72,72,75,75,75,75,21.5171666666667,21.7329166666667,21.0772083333333,20.4485833333333,18.5302916666667,17.6840416666667,17.9542083333333,18.4328333333333,18.7544583333333,19.5394166666667,19.8013333333333,-0.146931524533333,-0.141279069775,-0.117571059433333,-0.0685885013,0.170284237733333,13.2597222222333,31.794428294575,18.47353036175,29.1190245478083,19.3330749353833,20.166553617575
88,"2013-02-01 23:00:00",81,21.5026666666667,-0.295833333325,81,79,77,76,74,73,72,72,75,75,75,21.5026666666667,21.5171666666667,21.7329166666667,21.0772083333333,20.4485833333333,18.5302916666667,17.6840416666667,17.9542083333333,18.4328333333333,18.7544583333333,19.5394166666667,-0.295833333325,-0.146931524533333,-0.141279069775,-0.117571059433333,-0.0685885013,0.170284237733333,13.2597222222333,31.794428294575,18.47353036175,29.1190245478083,19.3330749353833
89,"2013-02-02 00:00:00",83,21.7712083333333,-0.503052325575,83,81,79,77,76,74,73,72,72,75,75,21.7712083333333,21.5026666666667,21.5171666666667,21.7329166666667,21.0772083333333,20.4485833333333,18.5302916666667,17.6840416666667,17.9542083333333,18.4328333333333,18.7544583333333,-0.503052325575,-0.295833333325,-0.146931524533333,-0.141279069775,-0.117571059433333,-0.0685885013,0.170284237733333,13.2597222222333,31.794428294575,18.47353036175,29.1190245478083
90,"2013-02-02 01:00:00",83,22.1197083333333,-0.707445090441667,83,83,81,79,77,76,74,73,72,72,75,22.1197083333333,21.7712083333333,21.5026666666667,21.5171666666667,21.7329166666667,21.0772083333333,20.4485833333333,18.5302916666667,17.6840416666667,17.9542083333333,18.4328333333333,-0.707445090441667,-0.503052325575,-0.295833333325,-0.146931524533333,-0.141279069775,-0.117571059433333,-0.0685885013,0.170284237733333,13.2597222222333,31.794428294575,18.47353036175
91,"2013-02-02 02:00:00",84,22.3946666666667,-0.81103036175,84,83,83,81,79,77,76,74,73,72,72,22.3946666666667,22.1197083333333,21.7712083333333,21.5026666666667,21.5171666666667,21.7329166666667,21.0772083333333,20.4485833333333,18.5302916666667,17.6840416666667,17.9542083333333,-0.81103036175,-0.707445090441667,-0.503052325575,-0.295833333325,-0.146931524533333,-0.141279069775,-0.117571059433333,-0.0685885013,0.170284237733333,13.2597222222333,31.794428294575
92,"2013-02-02 03:00:00",85,21.9690833333333,-0.33808139535,85,84,83,83,81,79,77,76,74,73,72,21.9690833333333,22.3946666666667,22.1197083333333,21.7712083333333,21.5026666666667,21.5171666666667,21.7329166666667,21.0772083333333,20.4485833333333,18.5302916666667,17.6840416666667,-0.33808139535,-0.81103036175,-0.707445090441667,-0.503052325575,-0.295833333325,-0.146931524533333,-0.141279069775,-0.117571059433333,-0.0685885013,0.170284237733333,13.2597222222333
93,"2013-02-02 04:00:00",86,21.9327916666667,-0.3587370801,86,85,84,83,83,81,79,77,76,74,73,21.9327916666667,21.9690833333333,22.3946666666667,22.1197083333333,21.7712083333333,21.5026666666667,21.5171666666667,21.7329166666667,21.0772083333333,20.4485833333333,18.5302916666667,-0.3587370801,-0.33808139535,-0.81103036175,-0.707445090441667,-0.503052325575,-0.295833333325,-0.146931524533333,-0.141279069775,-0.117571059433333,-0.0685885013,0.170284237733333
94,"2013-02-02 05:00:00",86,21.8971666666667,-0.60683139535,86,86,85,84,83,83,81,79,77,76,74,21.8971666666667,21.9327916666667,21.9690833333333,22.3946666666667,22.1197083333333,21.7712083333333,21.5026666666667,21.5171666666667,21.7329166666667,21.0772083333333,20.4485833333333,-0.60683139535,-0.3587370801,-0.33808139535,-0.81103036175,-0.707445090441667,-0.503052325575,-0.295833333325,-0.146931524533333,-0.141279069775,-0.117571059433333,-0.0685885013
95,"2013-02-02 06:00:00",87,21.8574583333333,-0.571124031,87,86,86,85,84,83,83,81,79,77,76,21.8574583333333,21.8971666666667,21.9327916666667,21.9690833333333,22.3946666666667,22.1197083333333,21.7712083333333,21.5026666666667,21.5171666666667,21.7329166666667,21.0772083333333,-0.571124031,-0.60683139535,-0.3587370801,-0.33808139535,-0.81103036175,-0.707445090441667,-0.503052325575,-0.295833333325,-0.146931524533333,-0.141279069775,-0.117571059433333
96,"2013-02-02 07:00:00",87,21.6775833333333,-0.248788759683333,87,87,86,86,85,84,83,83,81,79,77,21.6775833333333,21.8574583333333,21.8971666666667,21.9327916666667,21.9690833333333,22.3946666666667,22.1197083333333,21.7712083333333,21.5026666666667,21.5171666666667,21.7329166666667,-0.248788759683333,-0.571124031,-0.60683139535,-0.3587370801,-0.33808139535,-0.81103036175,-0.707445090441667,-0.503052325575,-0.295833333325,-0.146931524533333,-0.141279069775
97,"2013-02-02 08:00:00",87,21.375875,-0.122157622733333,87,87,87,86,86,85,84,83,83,81,79,21.375875,21.6775833333333,21.8574583333333,21.8971666666667,21.9327916666667,21.9690833333333,22.3946666666667,22.1197083333333,21.7712083333333,21.5026666666667,21.5171666666667,-0.122157622733333,-0.248788759683333,-0.571124031,-0.60683139535,-0.3587370801,-0.33808139535,-0.81103036175,-0.707445090441667,-0.503052325575,-0.295833333325,-0.146931524533333
98,"2013-02-02 09:00:00",86,21.25625,1.472189922475,86,87,87,87,86,86,85,84,83,83,81,21.25625,21.375875,21.6775833333333,21.8574583333333,21.8971666666667,21.9327916666667,21.9690833333333,22.3946666666667,22.1197083333333,21.7712083333333,21.5026666666667,1.472189922475,-0.122157622733333,-0.248788759683333,-0.571124031,-0.60683139535,-0.3587370801,-0.33808139535,-0.81103036175,-0.707445090441667,-0.503052325575,-0.295833333325
99,"2013-02-02 10:00:00",85,21.611,14.0137112403083,85,86,87,87,87,86,86,85,84,83,83,21.611,21.25625,21.375875,21.6775833333333,21.8574583333333,21.8971666666667,21.9327916666667,21.9690833333333,22.3946666666667,22.1197083333333,21.7712083333333,14.0137112403083,1.472189922475,-0.122157622733333,-0.248788759683333,-0.571124031,-0.60683139535,-0.3587370801,-0.33808139535,-0.81103036175,-0.707445090441667,-0.503052325575
100,"2013-02-02 11:00:00",82,21.4835416666667,45.942877906975,82,85,86,87,87,87,86,86,85,84,83,21.4835416666667,21.611,21.25625,21.375875,21.6775833333333,21.8574583333333,21.8971666666667,21.9327916666667,21.9690833333333,22.3946666666667,22.1197083333333,45.942877906975,14.0137112403083,1.472189922475,-0.122157622733333,-0.248788759683333,-0.571124031,-0.60683139535,-0.3587370801,-0.33808139535,-0.81103036175,-0.707445090441667
101,"2013-02-02 12:00:00",62,20.8284583333333,267.523788759692,62,82,85,86,87,87,87,86,86,85,84,20.8284583333333,21.4835416666667,21.611,21.25625,21.375875,21.6775833333333,21.8574583333333,21.8971666666667,21.9327916666667,21.9690833333333,22.3946666666667,267.523788759692,45.942877906975,14.0137112403083,1.472189922475,-0.122157622733333,-0.248788759683333,-0.571124031,-0.60683139535,-0.3587370801,-0.33808139535,-0.81103036175
102,"2013-02-02 13:00:00",25,20.6690416666667,467.935077519375,25,62,82,85,86,87,87,87,86,86,85,20.6690416666667,20.8284583333333,21.4835416666667,21.611,21.25625,21.375875,21.6775833333333,21.8574583333333,21.8971666666667,21.9327916666667,21.9690833333333,467.935077519375,267.523788759692,45.942877906975,14.0137112403083,1.472189922475,-0.122157622733333,-0.248788759683333,-0.571124031,-0.60683139535,-0.3587370801,-0.33808139535
103,"2013-02-02 14:00:00",22,20.2205833333333,444.824903100775,22,25,62,82,85,86,87,87,87,86,86,20.2205833333333,20.6690416666667,20.8284583333333,21.4835416666667,21.611,21.25625,21.375875,21.6775833333333,21.8574583333333,21.8971666666667,21.9327916666667,444.824903100775,467.935077519375,267.523788759692,45.942877906975,14.0137112403083,1.472189922475,-0.122157622733333,-0.248788759683333,-0.571124031,-0.60683139535,-0.3587370801
104,"2013-02-02 15:00:00",44,22.5926666666667,242.375419896642,44,22,25,62,82,85,86,87,87,87,86,22.5926666666667,20.2205833333333,20.6690416666667,20.8284583333333,21.4835416666667,21.611,21.25625,21.375875,21.6775833333333,21.8574583333333,21.8971666666667,242.375419896642,444.824903100775,467.935077519375,267.523788759692,45.942877906975,14.0137112403083,1.472189922475,-0.122157622733333,-0.248788759683333,-0.571124031,-0.60683139535
105,"2013-02-02 16:00:00",32,21.4781666666667,475.693523901817,32,44,22,25,62,82,85,86,87,87,87,21.4781666666667,22.5926666666667,20.2205833333333,20.6690416666667,20.8284583333333,21.4835416666667,21.611,21.25625,21.375875,21.6775833333333,21.8574583333333,475.693523901817,242.375419896642,444.824903100775,467.935077519375,267.523788759692,45.942877906975,14.0137112403083,1.472189922475,-0.122157622733333,-0.248788759683333,-0.571124031
106,"2013-02-02 17:00:00",42,21.160625,202.653439922483,42,32,44,22,25,62,82,85,86,87,87,21.160625,21.4781666666667,22.5926666666667,20.2205833333333,20.6690416666667,20.8284583333333,21.4835416666667,21.611,21.25625,21.375875,21.6775833333333,202.653439922483,475.693523901817,242.375419896642,444.824903100775,467.935077519375,267.523788759692,45.942877906975,14.0137112403083,1.472189922475,-0.122157622733333,-0.248788759683333
107,"2013-02-02 18:00:00",67,22.3470416666667,20.14554263565,67,42,32,44,22,25,62,82,85,86,87,22.3470416666667,21.160625,21.4781666666667,22.5926666666667,20.2205833333333,20.6690416666667,20.8284583333333,21.4835416666667,21.611,21.25625,21.375875,20.14554263565,202.653439922483,475.693523901817,242.375419896642,444.824903100775,467.935077519375,267.523788759692,45.942877906975,14.0137112403083,1.472189922475,-0.122157622733333
108,"2013-02-02 19:00:00",76,22.7716666666667,-1.221802325575,76,67,42,32,44,22,25,62,82,85,86,22.7716666666667,22.3470416666667,21.160625,21.4781666666667,22.5926666666667,20.2205833333333,20.6690416666667,20.8284583333333,21.4835416666667,21.611,21.25625,-1.221802325575,20.14554263565,202.653439922483,475.693523901817,242.375419896642,444.824903100775,467.935077519375,267.523788759692,45.942877906975,14.0137112403083,1.472189922475
109,"2013-02-02 20:00:00",80,22.9625833333333,-1.43257428941667,80,76,67,42,32,44,22,25,62,82,85,22.9625833333333,22.7716666666667,22.3470416666667,21.160625,21.4781666666667,22.5926666666667,20.2205833333333,20.6690416666667,20.8284583333333,21.4835416666667,21.611,-1.43257428941667,-1.221802325575,20.14554263565,202.653439922483,475.693523901817,242.375419896642,444.824903100775,467.935077519375,267.523788759692,45.942877906975,14.0137112403083
110,"2013-02-02 21:00:00",85,23.217875,-1.144702842375,85,80,76,67,42,32,44,22,25,62,82,23.217875,22.9625833333333,22.7716666666667,22.3470416666667,21.160625,21.4781666666667,22.5926666666667,20.2205833333333,20.6690416666667,20.8284583333333,21.4835416666667,-1.144702842375,-1.43257428941667,-1.221802325575,20.14554263565,202.653439922483,475.693523901817,242.375419896642,444.824903100775,467.935077519375,267.523788759692,45.942877906975
111,"2013-02-02 22:00:00",88,23.82975,-1.47604974159167,88,85,80,76,67,42,32,44,22,25,62,23.82975,23.217875,22.9625833333333,22.7716666666667,22.3470416666667,21.160625,21.4781666666667,22.5926666666667,20.2205833333333,20.6690416666667,20.8284583333333,-1.47604974159167,-1.144702842375,-1.43257428941667,-1.221802325575,20.14554263565,202.653439922483,475.693523901817,242.375419896642,444.824903100775,467.935077519375,267.523788759692
112,"2013-02-02 23:00:00",90,24.4173333333333,-1.283866279075,90,88,85,80,76,67,42,32,44,22,25,24.4173333333333,23.82975,23.217875,22.9625833333333,22.7716666666667,22.3470416666667,21.160625,21.4781666666667,22.5926666666667,20.2205833333333,20.6690416666667,-1.283866279075,-1.47604974159167,-1.144702842375,-1.43257428941667,-1.221802325575,20.14554263565,202.653439922483,475.693523901817,242.375419896642,444.824903100775,467.935077519375
113,"2013-02-03 00:00:00",93,24.0504166666667,-0.131508397941667,93,90,88,85,80,76,67,42,32,44,22,24.0504166666667,24.4173333333333,23.82975,23.217875,22.9625833333333,22.7716666666667,22.3470416666667,21.160625,21.4781666666667,22.5926666666667,20.2205833333333,-0.131508397941667,-1.283866279075,-1.47604974159167,-1.144702842375,-1.43257428941667,-1.221802325575,20.14554263565,202.653439922483,475.693523901817,242.375419896642,444.824903100775
114,"2013-02-03 01:00:00",93,23.76825,-0.612112403083333,93,93,90,88,85,80,76,67,42,32,44,23.76825,24.0504166666667,24.4173333333333,23.82975,23.217875,22.9625833333333,22.7716666666667,22.3470416666667,21.160625,21.4781666666667,22.5926666666667,-0.612112403083333,-0.131508397941667,-1.283866279075,-1.47604974159167,-1.144702842375,-1.43257428941667,-1.221802325575,20.14554263565,202.653439922483,475.693523901817,242.375419896642
115,"2013-02-03 02:00:00",94,23.4105,-0.272997416033333,94,93,93,90,88,85,80,76,67,42,32,23.4105,23.76825,24.0504166666667,24.4173333333333,23.82975,23.217875,22.9625833333333,22.7716666666667,22.3470416666667,21.160625,21.4781666666667,-0.272997416033333,-0.612112403083333,-0.131508397941667,-1.283866279075,-1.47604974159167,-1.144702842375,-1.43257428941667,-1.221802325575,20.14554263565,202.653439922483,475.693523901817
116,"2013-02-03 03:00:00",94,23.2652916666667,-0.295978682166667,94,94,93,93,90,88,85,80,76,67,42,23.2652916666667,23.4105,23.76825,24.0504166666667,24.4173333333333,23.82975,23.217875,22.9625833333333,22.7716666666667,22.3470416666667,21.160625,-0.295978682166667,-0.272997416033333,-0.612112403083333,-0.131508397941667,-1.283866279075,-1.47604974159167,-1.144702842375,-1.43257428941667,-1.221802325575,20.14554263565,202.653439922483
117,"2013-02-03 04:00:00",93,23.0110416666667,-0.253052325566667,93,94,94,93,93,90,88,85,80,76,67,23.0110416666667,23.2652916666667,23.4105,23.76825,24.0504166666667,24.4173333333333,23.82975,23.217875,22.9625833333333,22.7716666666667,22.3470416666667,-0.253052325566667,-0.295978682166667,-0.272997416033333,-0.612112403083333,-0.131508397941667,-1.283866279075,-1.47604974159167,-1.144702842375,-1.43257428941667,-1.221802325575,20.14554263565
118,"2013-02-03 05:00:00",93,22.9663333333333,-0.513323643416667,93,93,94,94,93,93,90,88,85,80,76,22.9663333333333,23.0110416666667,23.2652916666667,23.4105,23.76825,24.0504166666667,24.4173333333333,23.82975,23.217875,22.9625833333333,22.7716666666667,-0.513323643416667,-0.253052325566667,-0.295978682166667,-0.272997416033333,-0.612112403083333,-0.131508397941667,-1.283866279075,-1.47604974159167,-1.144702842375,-1.43257428941667,-1.221802325575
119,"2013-02-03 06:00:00",92,22.8005,-0.155765503883333,92,93,93,94,94,93,93,90,88,85,80,22.8005,22.9663333333333,23.0110416666667,23.2652916666667,23.4105,23.76825,24.0504166666667,24.4173333333333,23.82975,23.217875,22.9625833333333,-0.155765503883333,-0.513323643416667,-0.253052325566667,-0.295978682166667,-0.272997416033333,-0.612112403083333,-0.131508397941667,-1.283866279075,-1.47604974159167,-1.144702842375,-1.43257428941667
120,"2013-02-03 07:00:00",91,22.5943333333333,-0.216941214466667,91,92,93,93,94,94,93,93,90,88,85,22.5943333333333,22.8005,22.9663333333333,23.0110416666667,23.2652916666667,23.4105,23.76825,24.0504166666667,24.4173333333333,23.82975,23.217875,-0.216941214466667,-0.155765503883333,-0.513323643416667,-0.253052325566667,-0.295978682166667,-0.272997416033333,-0.612112403083333,-0.131508397941667,-1.283866279075,-1.47604974159167,-1.144702842375
121,"2013-02-03 08:00:00",91,22.79625,-0.323045865625,91,91,92,93,93,94,94,93,93,90,88,22.79625,22.5943333333333,22.8005,22.9663333333333,23.0110416666667,23.2652916666667,23.4105,23.76825,24.0504166666667,24.4173333333333,23.82975,-0.323045865625,-0.216941214466667,-0.155765503883333,-0.513323643416667,-0.253052325566667,-0.295978682166667,-0.272997416033333,-0.612112403083333,-0.131508397941667,-1.283866279075,-1.47604974159167
122,"2013-02-03 09:00:00",90,22.7166666666667,2.75198643411667,90,91,91,92,93,93,94,94,93,93,90,22.7166666666667,22.79625,22.5943333333333,22.8005,22.9663333333333,23.0110416666667,23.2652916666667,23.4105,23.76825,24.0504166666667,24.4173333333333,2.75198643411667,-0.323045865625,-0.216941214466667,-0.155765503883333,-0.513323643416667,-0.253052325566667,-0.295978682166667,-0.272997416033333,-0.612112403083333,-0.131508397941667,-1.283866279075
123,"2013-02-03 10:00:00",89,22.55275,19.9499677002667,89,90,91,91,92,93,93,94,94,93,93,22.55275,22.7166666666667,22.79625,22.5943333333333,22.8005,22.9663333333333,23.0110416666667,23.2652916666667,23.4105,23.76825,24.0504166666667,19.9499677002667,2.75198643411667,-0.323045865625,-0.216941214466667,-0.155765503883333,-0.513323643416667,-0.253052325566667,-0.295978682166667,-0.272997416033333,-0.612112403083333,-0.131508397941667
124,"2013-02-03 11:00:00",83,22.402,129.502874677,83,89,90,91,91,92,93,93,94,94,93,22.402,22.55275,22.7166666666667,22.79625,22.5943333333333,22.8005,22.9663333333333,23.0110416666667,23.2652916666667,23.4105,23.76825,129.502874677,19.9499677002667,2.75198643411667,-0.323045865625,-0.216941214466667,-0.155765503883333,-0.513323643416667,-0.253052325566667,-0.295978682166667,-0.272997416033333,-0.612112403083333
125,"2013-02-03 12:00:00",43,21.4095833333333,416.045623385033,43,83,89,90,91,91,92,93,93,94,94,21.4095833333333,22.402,22.55275,22.7166666666667,22.79625,22.5943333333333,22.8005,22.9663333333333,23.0110416666667,23.2652916666667,23.4105,416.045623385033,129.502874677,19.9499677002667,2.75198643411667,-0.323045865625,-0.216941214466667,-0.155765503883333,-0.513323643416667,-0.253052325566667,-0.295978682166667,-0.272997416033333
126,"2013-02-03 13:00:00",59,21.4106666666667,197.928617571058,59,43,83,89,90,91,91,92,93,93,94,21.4106666666667,21.4095833333333,22.402,22.55275,22.7166666666667,22.79625,22.5943333333333,22.8005,22.9663333333333,23.0110416666667,23.2652916666667,197.928617571058,416.045623385033,129.502874677,19.9499677002667,2.75198643411667,-0.323045865625,-0.216941214466667,-0.155765503883333,-0.513323643416667,-0.253052325566667,-0.295978682166667
127,"2013-02-03 14:00:00",73,21.373625,76.9048934108417,73,59,43,83,89,90,91,91,92,93,93,21.373625,21.4106666666667,21.4095833333333,22.402,22.55275,22.7166666666667,22.79625,22.5943333333333,22.8005,22.9663333333333,23.0110416666667,76.9048934108417,197.928617571058,416.045623385033,129.502874677,19.9499677002667,2.75198643411667,-0.323045865625,-0.216941214466667,-0.155765503883333,-0.513323643416667,-0.253052325566667
128,"2013-02-03 15:00:00",78,21.4016666666667,25.253989018075,78,73,59,43,83,89,90,91,91,92,93,21.4016666666667,21.373625,21.4106666666667,21.4095833333333,22.402,22.55275,22.7166666666667,22.79625,22.5943333333333,22.8005,22.9663333333333,25.253989018075,76.9048934108417,197.928617571058,416.045623385033,129.502874677,19.9499677002667,2.75198643411667,-0.323045865625,-0.216941214466667,-0.155765503883333,-0.513323643416667
129,"2013-02-03 16:00:00",80,21.3540833333333,17.4856427648667,80,78,73,59,43,83,89,90,91,91,92,21.3540833333333,21.4016666666667,21.373625,21.4106666666667,21.4095833333333,22.402,22.55275,22.7166666666667,22.79625,22.5943333333333,22.8005,17.4856427648667,25.253989018075,76.9048934108417,197.928617571058,416.045623385033,129.502874677,19.9499677002667,2.75198643411667,-0.323045865625,-0.216941214466667,-0.155765503883333
130,"2013-02-03 17:00:00",82,21.8073333333333,8.26040051679167,82,80,78,73,59,43,83,89,90,91,91,21.8073333333333,21.3540833333333,21.4016666666667,21.373625,21.4106666666667,21.4095833333333,22.402,22.55275,22.7166666666667,22.79625,22.5943333333333,8.26040051679167,17.4856427648667,25.253989018075,76.9048934108417,197.928617571058,416.045623385033,129.502874677,19.9499677002667,2.75198643411667,-0.323045865625,-0.216941214466667
131,"2013-02-03 18:00:00",84,22.0860416666667,0.12679263565,84,82,80,78,73,59,43,83,89,90,91,22.0860416666667,21.8073333333333,21.3540833333333,21.4016666666667,21.373625,21.4106666666667,21.4095833333333,22.402,22.55275,22.7166666666667,22.79625,0.12679263565,8.26040051679167,17.4856427648667,25.253989018075,76.9048934108417,197.928617571058,416.045623385033,129.502874677,19.9499677002667,2.75198643411667,-0.323045865625
132,"2013-02-03 19:00:00",85,21.8917916666667,-0.330474806191667,85,84,82,80,78,73,59,43,83,89,90,21.8917916666667,22.0860416666667,21.8073333333333,21.3540833333333,21.4016666666667,21.373625,21.4106666666667,21.4095833333333,22.402,22.55275,22.7166666666667,-0.330474806191667,0.12679263565,8.26040051679167,17.4856427648667,25.253989018075,76.9048934108417,197.928617571058,416.045623385033,129.502874677,19.9499677002667,2.75198643411667
133,"2013-02-03 20:00:00",86,21.5310833333333,-0.252309431516667,86,85,84,82,80,78,73,59,43,83,89,21.5310833333333,21.8917916666667,22.0860416666667,21.8073333333333,21.3540833333333,21.4016666666667,21.373625,21.4106666666667,21.4095833333333,22.402,22.55275,-0.252309431516667,-0.330474806191667,0.12679263565,8.26040051679167,17.4856427648667,25.253989018075,76.9048934108417,197.928617571058,416.045623385033,129.502874677,19.9499677002667
134,"2013-02-03 21:00:00",86,21.096375,-0.226679586558333,86,86,85,84,82,80,78,73,59,43,83,21.096375,21.5310833333333,21.8917916666667,22.0860416666667,21.8073333333333,21.3540833333333,21.4016666666667,21.373625,21.4106666666667,21.4095833333333,22.402,-0.226679586558333,-0.252309431516667,-0.330474806191667,0.12679263565,8.26040051679167,17.4856427648667,25.253989018075,76.9048934108417,197.928617571058,416.045623385033,129.502874677
135,"2013-02-03 22:00:00",86,20.8841666666667,-0.249499354,86,86,86,85,84,82,80,78,73,59,43,20.8841666666667,21.096375,21.5310833333333,21.8917916666667,22.0860416666667,21.8073333333333,21.3540833333333,21.4016666666667,21.373625,21.4106666666667,21.4095833333333,-0.249499354,-0.226679586558333,-0.252309431516667,-0.330474806191667,0.12679263565,8.26040051679167,17.4856427648667,25.253989018075,76.9048934108417,197.928617571058,416.045623385033
136,"2013-02-03 23:00:00",85,20.3945416666667,-0.200306847533333,85,86,86,86,85,84,82,80,78,73,59,20.3945416666667,20.8841666666667,21.096375,21.5310833333333,21.8917916666667,22.0860416666667,21.8073333333333,21.3540833333333,21.4016666666667,21.373625,21.4106666666667,-0.200306847533333,-0.249499354,-0.226679586558333,-0.252309431516667,-0.330474806191667,0.12679263565,8.26040051679167,17.4856427648667,25.253989018075,76.9048934108417,197.928617571058
137,"2013-02-04 00:00:00",84,20.0795833333333,-0.146043281658333,84,85,86,86,86,85,84,82,80,78,73,20.0795833333333,20.3945416666667,20.8841666666667,21.096375,21.5310833333333,21.8917916666667,22.0860416666667,21.8073333333333,21.3540833333333,21.4016666666667,21.373625,-0.146043281658333,-0.200306847533333,-0.249499354,-0.226679586558333,-0.252309431516667,-0.330474806191667,0.12679263565,8.26040051679167,17.4856427648667,25.253989018075,76.9048934108417
138,"2013-02-04 01:00:00",83,19.866375,-0.220284237725,83,84,85,86,86,86,85,84,82,80,78,19.866375,20.0795833333333,20.3945416666667,20.8841666666667,21.096375,21.5310833333333,21.8917916666667,22.0860416666667,21.8073333333333,21.3540833333333,21.4016666666667,-0.220284237725,-0.146043281658333,-0.200306847533333,-0.249499354,-0.226679586558333,-0.252309431516667,-0.330474806191667,0.12679263565,8.26040051679167,17.4856427648667,25.253989018075
139,"2013-02-04 02:00:00",82,19.6373333333333,-0.198029715758333,82,83,84,85,86,86,86,85,84,82,80,19.6373333333333,19.866375,20.0795833333333,20.3945416666667,20.8841666666667,21.096375,21.5310833333333,21.8917916666667,22.0860416666667,21.8073333333333,21.3540833333333,-0.198029715758333,-0.220284237725,-0.146043281658333,-0.200306847533333,-0.249499354,-0.226679586558333,-0.252309431516667,-0.330474806191667,0.12679263565,8.26040051679167,17.4856427648667
